Gene.Symbol;BH.Q;ADJ.P;PER;LAG;AMP;ZT0_FPKM;ZT3_FPKM;ZT6_FPKM;ZT9_FPKM;ZT12_FPKM;ZT15_FPKM;ZT18_FPKM;ZT21_FPKM;ZT24_FPKM;ZT27_FPKM;ZT30_FPKM;ZT33_FPKM;ZT36_FPKM;ZT39_FPKM;ZT42_FPKM;ZT45_FPKM
Gpr182;1;1;23.3857142857143;12.3571428571429;1.16416545225736;13.417;17.8001;9.8747;9.60295;9.9742;11.844;11.8764;7.72433;13.7506;14.9637;9.73013;6.70023;14.2717;19.7557;12.3657;12.6701
Lage3;1;1;23.3857142857143;12.0714285714286;1.16155084075455;37.9993;34.0127;40.6236;40.2238;40.2916;42.2025;32.8588;34.4285;26.9178;34.0196;33.103;30.1596;35.2914;38.2929;30.5433;35.0079
Eif4a3;1;1;23.3857142857143;7.74285714285715;1.15840253199069;37.3425;49.4276;39.1463;42.2032;35.05;47.0695;34.8175;33.3168;38.2559;40.6233;35.9081;35.3123;34.0646;36.9451;32.7386;40.6174
Nfe2l1;1;1;23.3857142857143;14.0071428571429;1.15575929949911;25.3096;28.1317;22.7777;21.0364;24.5952;23.0253;26.5178;23.8411;28.1076;24.1769;21.2889;31.6334;25.1301;25.7783;27.1886;27.7742
Mrps17;1;1;23.3857142857143;10.5642857142857;1.15567175294525;25.7965;24.2513;28.2009;29.817;30.4214;27.8323;25.2606;23.4954;22.5659;24.5256;22.4042;22.9426;22.3643;22.2978;23.1697;24.8536
Slurp1;1;1;23.3857142857143;9.8;1.15157996170479;1.90001;0;0;0;0;0;0;0;0;0;0.167232;0;0;0;0;0
Sf3b2;1;1;23.3857142857143;11.0428571428571;1.14920004230982;29.3823;40.1768;33.5834;36.8889;35.3872;38.0063;31.9972;34.9699;27.5427;31.5239;28.2087;30.245;29.5178;31.0285;28.5095;35.3165
Ift27;1;1;23.3857142857143;8.07857142857143;1.14725718224913;12.0567;14.3877;15.3568;15.591;14.1594;17.2021;11.8064;10.4442;9.63713;13.0691;10.5017;11.382;10.4099;10.0736;11.9322;12.6711
Ccdc58;1;1;23.3857142857143;10.9;1.14712586241834;33.7246;23.0487;34.9439;34.0427;47.0151;30.6218;30.4027;31.1334;26.2026;24.6318;33.379;27.2003;31.8245;28.3866;33.2773;30.7965
Oard1;1;1;23.3857142857143;9.65714285714286;1.14538166569142;19.8616;15.9015;24.6024;23.3172;22.2993;21.9035;20.5008;20.8367;19.6845;19.4235;27.2296;20.3199;22.9179;19.0334;20.4202;18.3879
Nr1h3;1;1;23.3857142857143;13.6714285714286;1.14492709704637;79.9158;103.332;86.4466;95.4147;72.361;95.0235;92.2981;100.407;84.1073;80.9238;85.6287;71.8648;81.8178;93.9049;88.6915;97.4252
Sh3glb2;1;1;23.3857142857143;10.4214285714286;1.14165420280202;11.7304;14.4;15.3028;16.9125;16.4345;16.9097;11.6546;15.0465;12.4003;11.6754;12.8826;13.4773;12.9562;13.5865;12.1078;15.1674
Ppp2ca;1;1;23.3857142857143;15.1785714285714;1.14098750212261;43.6609;58.1517;48.4246;46.2021;48.3026;49.6854;58.8462;52.4274;52.5764;49.6913;50.7049;54.1189;51.8534;56.955;57.4935;49.3905
Sdc3;1;1;23.3857142857143;8.15;1.14067570170386;12.7576;12.3831;10.7514;9.95495;8.48094;8.70864;9.44971;8.49663;16.783;15.9069;16.5681;14.899;18.5716;17.1885;11.9024;11.707
Mrpl4;1;1;23.3857142857143;12.5;1.13989990454965;41.9375;50.3139;45.1363;39.7086;39.6369;55.956;42.8327;43.6843;36.2577;38.617;30.2732;28.5295;27.7961;36.6582;38.576;50.3229
Ndnl2;1;1;23.3857142857143;12.1428571428571;1.13847222228668;18.2596;16.332;14.8875;11.555;13.5813;16.0863;14.9882;14.4714;12.8804;10.6885;14.8188;11.8788;12.4012;10.4019;10.8582;13.7385
Hnrnpa2b1;1;1;23.3857142857143;8.98571428571429;1.1370714774249;94.2057;97.0717;95.8008;98.2254;92.8331;89.2701;104.588;101.54;90.7137;99.2181;94.4942;104.231;81.0511;92.0134;110.663;90.8803
Tmed7;1;1;23.3857142857143;15.5142857142857;1.13598724702708;22.8019;19.1827;25.2222;20.9556;27.4559;17.8542;29.0791;29.9504;28.0487;24.782;29.8146;29.4604;25.7452;25.2682;29.9577;16.1867
Rbfa;1;1;23.3857142857143;11.7857142857143;1.13518585934174;16.45;18.5548;13.8575;17;19.3352;20.6945;14.8078;16.3903;14.7171;13.7808;16.3051;14.4585;17.1585;15.6242;13.3909;13.4144
Ero1lb;1;1;23.3857142857143;14.15;1.13509157843758;9.09674;20.1621;14.3403;9.42032;11.4864;17.749;14.7892;12.6998;15.5287;18.8967;12.5508;13.5844;12.7386;17.3357;19.039;12.6531
Mmp19;1;1;23.3857142857143;14.15;1.13431039380312;20.4073;26.9809;21.0027;20.3616;18.8504;27.419;28.2317;22.8255;20.4942;22.3291;21.9137;19.4225;18.5668;26.5261;26.3622;23.0436
Brd2;1;1;23.3857142857143;13.65;1.13020244012194;21.2719;15.4553;14.8011;16.0603;18.8816;18.1418;17.4851;15.5787;21.0268;18.1099;17.1884;19.8447;20.9322;19.7797;17.9348;17.404
Chac2;1;1;23.3857142857143;14.2714285714286;1.13003408136452;21.1446;8.8087;20.8416;24.6629;24.3627;12.7645;25.4879;22.0826;13.6983;16.1996;21.8771;18.2524;20.6813;18.6774;26.5278;19.0431
Pcsk6;1;1;23.3857142857143;15.6571428571429;1.11649130291722;19.5214;29.814;23.8817;23.0031;23.0076;27.8741;26.1353;26.3295;23.3784;27.4217;20.4808;27.5041;23.5022;25.3857;26.3593;24.4337
Hotairm1;1;1;23.3857142857143;11.8785714285714;1.10904950912151;2.61011;0;0;1.63354;0;0;0;3.822;0;2.18644;2.38456;0;0;2.52968;0;3.39793
Spsb2;1;1;23.3857142857143;7.05;1.10567256916507;16.6499;19.9074;19.8867;18.4158;17.0123;18.8554;13.7093;12.67;12.6561;15.0057;15.047;12.3312;13.5071;11.7307;12.9076;17.4639
Igtp;1;1;23.3857142857143;7.74285714285715;1.10506984481348;13.9222;17.5114;15.8692;38.0916;10.6009;14.4818;14.7193;13.1155;13.7337;11.8883;12.0364;15.1699;11.4345;11.7451;12.0129;14.7443
Fam234a;1;1;23.3857142857143;8.62857142857143;1.104015918992;22.3032;30.9919;25.262;24.07;22.6311;30.6831;21.3256;19.5687;20.7204;23.6168;20.5633;24.4265;23.0484;24.2661;19.7251;24.6747
Csrp1;1;1;23.3857142857143;7.67142857142858;1.09983119371744;12.6422;8.16167;6.65959;7.22797;5.50975;4.81559;6.35492;4.50369;9.96618;10.3583;7.62193;8.39095;12.2796;8.53098;7.2961;5.86861
Cd68;1;1;23.3857142857143;7.26428571428572;1.09925372317947;10.2425;10.5846;9.3234;9.63302;6.2084;7.77112;7.99826;8.05583;11.2192;10.6874;11.5055;8.27322;14.7109;13.5341;10.5275;10.5155
Pafah1b1;1;1;23.3857142857143;12.3571428571429;1.09822875506426;11.3948;11.3414;10.3092;9.67053;8.58743;8.95625;13.0163;12.2452;13.2269;12.6152;12.3471;12.9159;9.64343;11.9849;13.6712;9.87505
Atpif1;1;1;23.3857142857143;7.45714285714286;1.09682363287479;18.5578;15.2193;18.3502;20.6304;18.4371;16.2536;12.9911;13.9219;11.5225;14.7565;14.3187;13.5277;15.5571;12.983;11.5742;14.9468
Naprt;1;1;23.3857142857143;8.98571428571429;1.0929648501546;76.5283;96.8143;76.0002;78.1663;65.5699;86.3087;59.0921;69.3835;63.3658;65.0399;55.2955;63.0522;53.8441;51.4954;53.6002;84.9317
2310001H17Rik;1;1;23.3857142857143;9.58571428571429;1.09230488382549;34.4645;16.8667;29.7093;28.0956;30.4187;20.0784;25.9142;27.6467;18.5958;17.7604;31.9744;20.2078;29.8038;17.0429;22.2208;24.6043
Pole3;1;1;23.3857142857143;16.1357142857143;1.091840213655;29.4936;25.6043;27.1541;26.7243;23.7984;31.1147;27.957;28.71;23.0433;28.147;26.4227;30.0493;22.78;32.5858;26.0827;31.0075
Mul1;1;1;23.3857142857143;9.10714285714286;1.09126779387975;15.1218;19.4145;16.569;19.2767;17.9318;18.3748;14.4365;15.4137;15.2342;14.249;15.0755;15.1973;17.637;14.478;12.9629;14.7827
Toporsos;1;1;23.3857142857143;15.4428571428571;1.08685679443521;117.176;84.5129;125.398;125.196;123.049;135.847;120.859;151.385;84.012;131.01;132.811;114.243;127.418;129.862;144.776;113.936
Arrdc2;1;1;23.3857142857143;11.0428571428571;1.08239023660071;2.88149;2.03687;3.59539;4.89761;6.26383;5.24472;1.99285;3.76147;2.1416;3.66537;2.42195;2.91812;2.61877;3.3014;2.57307;4.13203
Prg4;1;1;23.3857142857143;15.5142857142857;1.08072382161972;8.18426;9.13928;8.25228;10.9578;10.3507;10.5493;11.6974;11.971;10.1363;7.26081;9.29931;13.8303;9.05794;7.36916;8.93875;12.09
Tmbim4;1;1;23.3857142857143;9.94285714285715;1.07698423689978;89.7375;109.344;95.473;93.4203;92.992;110.289;88.2142;90.5469;69.629;79.7786;78.3604;82.5334;81.8861;79.8408;84.3821;89.9556
Tmem223;1;1;23.3857142857143;8.22142857142858;1.07227355886702;82.6289;98.7218;83.7838;84.0831;78.2958;87.148;65.7779;69.5221;58.1496;66.1707;61.9124;57.92;67.0597;52.6881;54.2152;79.5263
Rilpl2;1;1;23.3857142857143;12.2142857142857;1.06793798414581;7.98267;6.93038;9.36606;11.0153;9.94913;11.1715;8.65622;9.20215;9.53689;8.41356;9.56428;7.50811;9.3526;9.01706;8.83976;10.7592
Ccdc23;1;1;23.3857142857143;9.10714285714286;1.0672463663703;14.9011;13.7737;16.3395;17.3707;17.3312;16.8359;13.3132;13.2733;12.1074;12.4731;14.8944;13.069;13.2709;12.0529;10.4145;13.742
Nelfe;1;1;23.3857142857143;9.67857142857143;1.05837385985398;26.8952;33.3494;28.3997;31.5615;22.0484;27.9913;22.1815;24.5285;20.7159;23.6279;21.817;18.5354;16.4473;19.5671;21.6585;28.574
Mars;1;1;23.3857142857143;8.36428571428572;1.05780144007874;22.0853;28.6175;26.9932;29.2084;22.4165;28.7202;23.8453;24.7249;22.3471;25.6526;23.3763;24.308;23.0581;23.5698;23.594;25.99
Krt14;1;1;23.3857142857143;13.7928571428571;1.05188438736965;2.83567;0;0;0;0;0.0470025;0;0;0;0.0616787;0;0.0636389;0;0;0.32176;0
Nabp2;1;1;23.3857142857143;8.50714285714286;1.05185837594162;48.6813;72.6781;51.6509;48.8553;42.6687;61.7452;42.95;42.027;43.1438;46.4318;41.3033;37.7386;40.018;43.2621;41.727;47.2863
Atp1b3;1;1;23.3857142857143;14.0785714285714;1.04476037072857;18.4069;17.0425;17.0652;15.1987;14.3577;18.2622;20.2846;18.5859;18.743;20.5069;21.0871;17.5624;18.2311;20.9283;21.4307;17.6625
Serinc1;1;1;23.3857142857143;11.7857142857143;1.03892505619621;42.1199;46.924;53.5391;51.6252;55.821;42.5001;65.5461;56.5414;45.046;57.0136;59.9426;68.7258;60.6874;53.462;64.744;40.3488
Trappc3;1;1;23.3857142857143;8.07857142857143;1.03783745862324;36.0913;44.1373;39.4931;38.9354;38.7491;43.9653;35.0327;35.8321;29.1213;34.5442;32.492;33.4166;35.4027;32.35;30.8988;36.2947
Gpihbp1;1;1;23.3857142857143;5.95;1.03371940341661;32.944;34.2772;31.8242;31.696;32.0957;26.106;20.5844;18.6033;28.5064;31.8682;30.7998;20.1192;29.1931;34.2898;24.7965;30.1867
Fas;1;1;23.3857142857143;12.5;1.02951043448098;12.6869;13.8369;14.7752;11.4753;11.6683;10.6292;14.6756;15.0903;11.0626;13.6983;11.2632;12.7295;10.4983;12.9861;17.5976;11.3478
H2-L;1;1;23.3857142857143;6.57142857142857;1.02823764227484;5.77104;10.3107;8.1816;10.2781;8.12724;5.42068;9.87503;6.72947;8.45121;8.05806;5.19216;9.38096;9.24265;6.5242;5.629;10.4681
Crip1;1;1;23.3857142857143;12.6214285714286;1.02114637141209;45.513;18.2421;24.8003;29.972;29.8354;27.9669;23.0617;16.7662;22.975;32.7096;23.1667;22.4162;42.887;27.205;37.2696;27.9265
H2-Q4;1;1;23.3857142857143;9.39285714285715;1.01329075179062;22.1497;18.2747;22.8814;30.6872;22.3549;20.7089;19.0616;18.9358;21.1905;18.8635;17.1187;20.8277;20.8469;18.3284;17.2857;27.2013
Pkm;1;1;23.3857142857143;8.91428571428572;1.01327761980754;16.1364;12.0721;8.82939;9.43281;7.52794;7.92596;7.98013;6.16343;11.2845;11.5607;9.50379;14.8886;10.2854;11.2263;11.998;11.3581
Ndufa4;1;1;23.3857142857143;10.5642857142857;1.00914239200766;1637.37;1485.94;1712.64;1678.88;1599.84;1527.63;1607.05;1685.09;1215.77;1329.88;1629.68;1232.63;1472.65;1514.91;1515.43;1510.03
Sec62;1;1;23.3857142857143;12.4071428571429;1.0072500395742;41.4444;45.7825;46.0567;40.163;46.0493;47.0327;42.1275;40.8325;33.4811;37.6198;38.6455;40.9047;38.4108;34.0638;40.2177;40.0274
Tmem220;1;1;23.3857142857143;10.4928571428571;1.00537789019163;11.07;9.66066;14.4922;15.1561;12.1093;9.75732;13.0552;12.5151;10.6183;13.2198;12.2375;12.7194;11.5882;12.9939;13.8466;12.5818
Galnt2;1;1;23.3857142857143;14.0071428571429;1.0026949250333;10.1534;11.3382;9.29022;9.02868;8.65649;10.2948;11.7126;11.2274;12.4959;12.4076;10.0314;12.635;9.7788;12.9146;11.6986;10.8948
Prelp;1;1;23.3857142857143;10.7071428571429;0.998868130477018;11.5761;15.4215;8.98535;7.33888;8.06498;11.1663;9.2051;7.68208;13.3176;11.8342;10.7544;9.27537;9.91673;12.7581;9.87323;11.2698
Gpx3;1;1;23.3857142857143;13.7928571428571;0.996498649325013;8.9863;5.9704;3.34328;2.82445;4.96797;6.71246;4.24138;4.46118;5.6783;4.29926;4.85886;6.53189;7.61741;4.28779;5.73275;5.90083
Tcea1;1;1;23.3857142857143;12.9571428571429;0.995448090678679;24.9263;21.3933;28.7526;26.0083;30.5039;24.5201;31.0586;29.7595;27.1795;25.3367;32.1813;31.2657;29.4936;28.8574;32.4191;19.6318
Clk3;1;1;23.3857142857143;11.1857142857143;0.994535586213433;12.109;12.8047;15.3479;15.8511;12.8519;17.3972;13.8993;13.1914;13.0132;13.4368;14.4829;13.4172;10.5731;14.3163;14.0315;18.6024
Slc16a11;1;1;23.3857142857143;8.07857142857143;0.993261783854753;6.60129;10.7646;8.24436;8.93278;10.5233;8.60083;5.8015;6.5137;5.60454;5.01462;4.89587;6.5786;5.94542;3.72643;3.94222;9.48254
Myf6;1;1;23.3857142857143;12;0.991140800228709;1.13213;0;0;0;0;0;0;0;0;0;0;0.47004;0;0;0.0828415;0
Il6st;1;1;23.3857142857143;12.8357142857143;0.990912505753641;14.5351;16.0644;11.1436;10.8662;11.5022;10.745;15.3518;13.2733;20.1596;18.2133;13.2256;17.2451;16.4624;18.247;17.6962;12.8532
Decr1;1;1;23.3857142857143;8.84285714285715;0.989774400553446;51.1474;75.7667;69.9858;58.92;68.8824;58.6168;68.1495;66.032;55.532;59.8388;60.2045;69.8275;60.6651;65.4838;68.9827;62.0162
Gpld1;1;1;23.3857142857143;14.2714285714286;0.988673334279881;49.6632;64.4073;52.1182;57.0565;58.7987;59.2575;55.634;56.2605;46.0339;49.068;43.7332;53.1588;54.5448;49.7275;53.6329;54.347
Mrpl49;1;1;23.3857142857143;16.5428571428571;0.987737259588597;21.0293;22.8786;23.4735;23.5231;24.6177;25.5019;25.3649;26.7624;20.5813;21.8348;22.1281;20.4852;21.6544;21.8496;21.9055;24.4537
Ebag9;1;1;23.3857142857143;8.62857142857143;0.98272353579247;11.2475;6.6739;14.083;13.6323;14.0094;10.5784;12.9391;13.3283;11.5683;10.2811;14.8299;13.2281;11.1379;10.8458;12.287;10.8292
Fam96b;1;1;23.3857142857143;7.05;0.982444060255144;57.2236;59.7967;57.076;58.6198;51.8119;61.7535;41.1534;41.1801;38.6887;46.2297;40.8495;30.7213;43.4851;44.1349;36.4272;51.2685
Tmed9;1;1;23.3857142857143;13.1214285714286;0.982369982401878;80.2621;110.754;97.7405;85.0474;80.7096;129.103;87.0561;87.8583;86.8139;100.852;63.5301;71.7242;69.9562;96.6365;93.6694;97.7092
Eri3;1;1;23.3857142857143;6.90714285714286;0.981885109180493;24.2186;29.2402;26.3074;26.0825;23.8487;30.4208;21.3784;20.1502;16.6785;21.9583;21.3739;21.2506;18.8459;20.6382;20.1824;24.0838
Rab10;1;1;23.3857142857143;13.2428571428571;0.981454110761483;24.0827;25.406;22.0114;19.9349;22.7746;21.8667;24.7626;23.2419;23.4505;22.1982;22.7269;25.6886;22.2057;23.0252;23.2726;18.701
Znhit2;1;1;23.3857142857143;14.9642857142857;0.980642621550692;32.1209;40.6737;25.8782;28.5382;32.4488;42.9361;26.6684;30.3661;23.4224;20.467;26.0202;23.5997;28.491;27.1852;23.8933;32.6239
Rnf128;1;1;23.3857142857143;14.1285714285714;0.980585379573168;28.239;21.9395;29.0962;23.5216;34.8602;23.5297;34.2137;32.4253;23.8262;23.9406;27.083;30.5156;32.6083;23.8136;28.9163;23.233
Copz2;1;1;23.3857142857143;8.62857142857143;0.977932045556144;22.533;35.8075;26.1187;28.906;27.0748;26.6223;25.6969;21.1028;20.3726;23.46;21.5332;22.0029;22.4571;23.4042;20.1648;26.5063
Lsg1;1;1;23.3857142857143;15.6571428571429;0.97757983903561;12.5971;15.6305;9.63069;9.77657;10.6624;14.5657;10.3368;11.5778;10.5692;10.2607;10.6436;9.96794;10.9224;11.1871;10.2931;10.6068
Smim12;1;1;23.3857142857143;7.6;0.977174431147729;28.3938;33.5596;33.7461;35.2905;33.068;34.9525;27.5201;30.5266;27.1189;29.1197;29.7369;25.4686;27.3355;29.009;27.4788;31.7407
Nol7;1;1;23.3857142857143;10.5642857142857;0.977086884593868;31.6417;15.9262;30.4453;37.4057;33.4081;25.2661;29.4442;29.7015;23.4225;25.3182;30.2974;25.2584;26.096;24.5743;29.3119;31.5394
Avpi1;1;1;23.3857142857143;14.4142857142857;0.974615378034864;82.8974;74.0785;67.4286;94.0366;81.0912;90.6965;72.6849;77.5474;49.3555;49.6021;49.6315;49.2279;65.8887;57.6528;60.8758;82.6598
Stmn1;1;1;23.3857142857143;8.29285714285715;0.971283894942931;9.84252;12.9828;10.8059;6.56102;8.39537;10.2659;7.3781;8.20431;8.59856;8.64782;9.40194;8.50694;9.14961;9.34918;9.40743;8.90029
Eci1;1;1;23.3857142857143;9.12857142857143;0.969443397006759;189.538;226.068;229.783;214.701;228.542;222.951;188.683;206.052;151.776;169.187;168.616;168.798;161.531;184.557;181.592;223.866
Acadsb;1;1;23.3857142857143;14.8928571428571;0.96898209401141;38.6709;32.3863;44.7034;39.4188;45.0488;30.7582;50.2566;48.0262;35.4906;40.3553;44.5185;41.2553;39.5899;42.7914;46.9598;32.5726
Pkig;1;1;23.3857142857143;8.62857142857143;0.967618388076266;29.4353;31.5298;26.6553;32.7846;30.0115;31.2662;24.2228;24.4694;25.1666;23.3844;27.4385;25.2679;25.0629;29.4279;23.3202;29.6598
Apoo;1;1;23.3857142857143;13.9357142857143;0.967103210278545;31.8908;27.6794;32.555;24.9104;32.0457;26.046;34.0466;34.7091;18.6331;22.4235;26.5471;24.8009;23.5526;22.284;31.6013;26.2356
Eef1a2;1;1;23.3857142857143;13.1714285714286;0.962407613823272;5.81667;0;0;0.0259539;0;0;0;0.0300429;0;0.125955;0;8.57257;0.147682;0.0210791;2.20194;0.077292
Ndufs1;1;1;23.3857142857143;14.75;0.96143288732846;29.6683;36.3544;35.8123;37.1405;41.7244;35.8552;51.0866;44.0047;34.7655;38.0752;37.222;42.2216;35.0011;41.0125;52.0844;34.184
0610009O20Rik;1;1;23.3857142857143;8.22142857142858;0.959459722691432;14.7787;17.6434;14.8756;17.2895;17.6806;15.4265;13.2466;15.8963;14.0515;15.5926;14.097;15.1731;12.8096;13.6374;13.5879;13.8489
2210016L21Rik;1;1;23.3857142857143;8.22142857142858;0.95905970228379;9.97914;10.0531;12.5666;13.0496;13.2565;10.0503;9.59076;9.6957;7.63415;8.67942;9.1026;7.77837;8.03962;7.33007;8.37907;11.2818
Tmem70;1;1;23.3857142857143;15.4428571428571;0.958590991503118;27.4757;25.3731;26.4271;26.4309;29.3054;27.3501;31.8089;30.1292;24.0542;24.0503;29.3499;25.3677;26.2935;28.0235;31.6917;23.9911
Dusp23;1;1;23.3857142857143;6.57142857142857;0.957331667997576;12.6624;17.3525;14.7279;15.1998;13.1276;14.3223;10.1878;12.0774;10.235;10.415;11.6176;12.3154;10.7209;9.12438;11.1454;16.8733
Zmpste24;1;1;23.3857142857143;14.0071428571429;0.956796287148963;12.3482;18.0073;13.5542;12.3512;12.65;14.3483;17.9059;17.7064;14.359;15.7027;13.851;16.5946;12.5699;14.2818;18.1794;13.9491
Nubp1;1;1;23.3857142857143;11.3071428571429;0.955334933134511;15.295;16.529;15.5686;20.8807;17.4546;18.1896;14.1555;17.9326;14.1027;13.968;16.209;15.6261;18.1937;15.1739;15.1545;16.636
Nt5c;1;1;23.3857142857143;10.1357142857143;0.954715372907185;40.1643;39.4315;41.2739;43.7271;38.8403;43.7525;37.7995;31.8392;28.5476;32.4943;34.7539;30.2185;34.4404;31.9643;30.4859;31.3778
Cyba;1;1;23.3857142857143;7.93571428571429;0.951863375556399;24.8363;29.1738;22.4481;27.4255;19.976;22.5204;18.8606;16.9338;20.9297;23.8137;23.403;21.2227;31.4567;27.5246;20.665;22.6012
Ift43;1;1;23.3857142857143;8.07857142857143;0.948920464476604;7.38764;4.69648;7.1877;7.79877;5.80678;4.59941;4.08657;6.5925;3.56639;5.35458;6.23174;4.21761;5.02253;4.96794;3.57155;4.65316
Raf1;1;1;23.3857142857143;9.53571428571429;0.946310903736512;25.6077;27.3235;30.0569;35.5815;25.493;22.3589;31.5657;32.0636;29.0326;31.5471;30.7283;29.0431;28.5241;23.5095;29.9127;30.5511
Eif3e;1;1;23.3857142857143;14.2;0.943091884294537;54.8171;44.5677;57.8289;58.9777;59.0742;55.2528;67.1871;65.3497;48.8148;54.0489;68.3108;57.5979;58.1185;59.106;63.4791;45.5502
Rps27;1;1;23.3857142857143;14.4142857142857;0.942548422225569;7.81973;4.67232;3.81861;8.83522;6.4337;69.9547;4.71195;122.159;5.08898;4.75041;6.37402;4.89846;6.01962;4.6992;4.64441;4.84965
Plekhj1;1;1;23.3857142857143;8.36428571428572;0.940728127340286;21.2024;30.6178;19.1265;21.2963;18.1216;19.8244;14.8392;17.6596;14.8547;17.3905;16.7266;15.3258;13.3124;14.5631;13.7098;18.7374
LOC105246506;1;1;23.3857142857143;9.10714285714286;0.940165135655455;5.05771;5.82232;5.68694;7.42914;7.14573;7.77579;4.23676;4.8806;3.49026;4.10203;4.26835;4.7368;5.01638;4.02626;3.21405;6.5246
Egfr;1;1;23.3857142857143;8.96428571428572;0.938714556601478;88.6189;104.672;89.0478;98.0375;90.8304;76.4222;88.3771;99.1162;69.9996;77.2099;85.0794;112.258;106.103;63.0985;78.6101;83.2988
Bin1;1;1;23.3857142857143;9.17857142857143;0.936532290387731;10.8585;9.55233;8.67312;6.95913;7.44242;10.5845;7.01351;6.94797;7.87819;7.69693;7.25329;9.82383;8.03346;7.78332;7.3706;8.52991
Ccnd3;1;1;23.3857142857143;14.4857142857143;0.928350391494374;20.7662;35.7278;22.0006;22.0014;24.0274;35.6909;25.3756;20.0683;21.2393;22.61;18.335;19.35;21.5554;26.1512;22.8474;27.3712
Lgr4;1;1;23.3857142857143;8.00714285714286;0.927147636531326;7.29765;5.84579;10.4094;9.80251;10.9604;5.60822;9.42329;10.4916;7.86822;9.03205;9.83997;12.6856;8.43302;6.3499;7.61872;7.62036
Laptm4a;1;1;23.3857142857143;13.7214285714286;0.926006837591011;95.7539;112.038;105.072;93.9259;99.0088;105.991;106.947;101.162;84.429;87.2332;91.0482;94.4325;99.4067;95.2445;95.6128;88.7521
Atg9a;1;1;23.3857142857143;7.6;0.924774451486659;14.0381;21.9003;18.462;20.3234;18.3442;19.3029;16.51;18.072;17.411;18.5046;15.7024;19.5729;16.842;16.6456;16.4746;18.9821
G3bp2;1;1;23.3857142857143;13.3857142857143;0.92431920940658;11.627;14.4192;11.4628;10.718;9.41121;9.61267;17.4004;15.7674;16.2346;13.064;15.5091;14.9615;11.4948;13.3765;18.1859;11.0163
Cyp4f14;1;1;23.3857142857143;10.85;0.921494822892009;129.592;166.836;147.96;147.468;132.735;142.562;141.708;158.253;115.877;139.326;110;119.993;106.045;106.431;132.165;150.728
Thap3;1;1;23.3857142857143;12.4285714285714;0.919681262357026;12.5878;12.468;11.2524;9.36932;9.74309;12.5703;8.80205;11.0496;9.08975;7.35015;9.16207;7.83535;8.76375;8.17983;9.67642;10.2662
Bcl9l;1;1;23.3857142857143;15.6571428571429;0.91936643148064;6.77116;8.33091;3.88715;3.31067;6.08733;8.49696;5.0501;3.46585;7.19918;5.8652;4.6338;5.4371;6.02547;6.54028;5.12887;5.83749
Bcl3;1;1;23.3857142857143;15.6571428571429;0.918750575145979;18.7804;41.0022;16.7391;13.9854;19.3798;36.8996;16.9467;18.1991;24.638;17.3353;13.9208;21.7989;20.5775;21.4249;18.5158;22.0519
B4gat1;1;1;23.3857142857143;7.74285714285715;0.917316158532714;11.9635;16.722;14.5051;13.892;11.919;12.6789;11.3072;12.8465;12.1479;13.8144;10.3592;12.2942;12.0577;11.2413;10.5009;12.5202
Copg1;1;1;23.3857142857143;13.6714285714286;0.916841386836774;16.7737;25.5519;18.9196;20.5824;17.4847;27.2135;21.5935;21.6912;19.3494;23.3807;15.6464;16.9098;13.8258;25.1415;23.7869;25.4334
Gucd1;1;1;23.3857142857143;12.5;0.915942351072125;66.6676;63.7669;68.0817;72.1898;60.1955;59.9571;68.8961;82.1801;68.9044;77.1204;60.1208;65.1015;60.4089;74.1628;70.752;72.7933
Puf60;1;1;23.3857142857143;7.74285714285715;0.915302587793906;39.6628;56.3058;45.468;51.5742;43.1535;52.3048;35.6087;41.3392;38.2362;41.1709;38.7232;37.3027;37.4054;36.768;33.6264;45.7918
Brms1;1;1;23.3857142857143;8.62857142857143;0.913837866604306;23.306;26.6342;26.2755;24.4784;24.7172;32.1454;18.3147;19.0241;18.1991;19.2972;21.2205;20.9717;23.4706;21.8313;16.9345;25.7096
Slc46a1;1;1;23.3857142857143;7.19285714285714;0.913595429993615;25.1927;40.1621;31.0756;29.3814;27.7343;31.0008;27.5068;30.07;25.2316;30.0801;24.814;29.3511;28.8219;23.329;25.0941;30.0797
Ap3s1;1;1;23.3857142857143;15.5142857142857;0.906416612576997;19.7875;16.8418;19.5808;12.4058;19.5775;17.5343;22.268;21.2787;18.6382;16.4378;24.7556;21.2662;18.2502;18.8152;21.1543;14.6812
Zdhhc4;1;1;23.3857142857143;11.6642857142857;0.905780216473928;13.6749;17.5781;14.042;16.5117;17.2876;19.3646;13.425;13.9809;12.6385;13.8645;12.823;13.3675;12.8118;15.0368;13.4933;15.0116
Rpe;1;1;23.3857142857143;15.0357142857143;0.900138514512604;11.6825;6.34783;11.6022;9.78555;11.5387;7.36629;14.6644;14.7664;10.389;10.6404;11.6625;10.5043;10.5758;10.5714;13.1004;8.6487
Taf13;1;1;23.3857142857143;16.1357142857143;0.897348809902066;14.9239;10.0534;14.1859;11.9613;13.9933;13.429;18.5529;16.6542;13.0311;15.7305;18.3321;15.1211;14.1825;18.2933;18.2165;14.0086
Nomo1;1;1;23.3857142857143;15.0357142857143;0.896291516905435;10.4918;18.9332;13.2221;13.459;10.6282;15.3463;15.9597;15.7687;14.4973;15.066;13.6628;14.9817;14.3793;16.8447;16.0223;13.343
